0xa4,"PERSONAL DATA [1/4]

CODENAME:MAJOR TOM
SEX:MALE
AGE:55
NATIONALITY:U.K
BIRTHDATE:8/12/1909
BIRTHPLACE:EXETER,ENG.
ADDRESS:PORTSMOUTH,NH.
","PERSONAL DATA [1/4]

CODENAME:MAJOR TOM
SEX:MALE
AGE:55
NATIONALITY:U.K
BIRTHDATE:8/12/1909
BIRTHPLACE:EXETER,ENG.
ADDRESS:PORTSMOUTH,NH.
"
0x89e,"Im Jahre 1957 gelang es der Sowjetunion,
ihren ersten künstlichen Satelliten, Sputnik, in
die Erdumlaufbahn zu schicken.
","Im Jahre 1957 gelang es der Sowjetunion,
ihren ersten künstlichen Satelliten, Sputnik, in
die Erdumlaufbahn zu schicken.
"
0x919,"Die Amerikaner hatten das Nachsehen bei
diesem Wettlauf.
","Die Amerikaner hatten das Nachsehen bei
diesem Wettlauf.
"
0x953,"Infolgedessen beschleunigte die
US-Administration ihr eigenes
Weltraumprogramm.
","Infolgedessen beschleunigte die
US-Administration ihr eigenes
Weltraumprogramm.
"
0x9a4,"Im darauf folgenden Jahr wurden die
Weltraumentwicklungsprogramme
","Im darauf folgenden Jahr wurden die
Weltraumentwicklungsprogramme
"
0x9e7,"der verschiedenen Ministerien zur National
Aeronautics and Space Administration, NASA,
zusammengeschlossen.
","der verschiedenen Ministerien zur National
Aeronautics and Space Administration, NASA,
zusammengeschlossen.
"
0xa54,"In jenem Jahr wurde das Mercury-Programm
mit dem Ziel gestartet, einen Mann in den
Weltraum zu bringen.
","In jenem Jahr wurde das Mercury-Programm
mit dem Ziel gestartet, einen Mann in den
Weltraum zu bringen.
"
0xabd,"Das Militär wählte sieben Kandidaten als erste
Astronauten - Männer, die das „richtige Zeug""
dazu hatten.
","Das Militär wählte sieben Kandidaten als erste
Astronauten - Männer, die das „richtige Zeug""
dazu hatten.
"
0xb2d,"Wie Sie wissen, war es jedoch ein sowjetischer
Kosmonaut, Juri Gagarin, der vor drei Jahren
mit Erfolg den ersten bemannten Raumflug
unternahm.
","Wie Sie wissen, war es jedoch ein sowjetischer
Kosmonaut, Juri Gagarin, der vor drei Jahren
mit Erfolg den ersten bemannten Raumflug
unternahm.
"
0xbbe,"Der erste erfolgreiche Ballistikflug der NASA
erfolgte einen Monat nach Gagarins Einsatz:
","Der erste erfolgreiche Ballistikflug der NASA
erfolgte einen Monat nach Gagarins Einsatz:
"
0xc19,"Die Freedom 7 brachte Alan Shepard in den
Weltraum.
","Die Freedom 7 brachte Alan Shepard in den
Weltraum.
"
0xc4e,"Die USA hatten bei Flügen in die
Weltumlaufbahn nach wie vor das Nachsehen.
Dann fasste Präsident Kennedy eine
monumentale Entscheidung.
","Die USA hatten bei Flügen in die
Weltumlaufbahn nach wie vor das Nachsehen.
Dann fasste Präsident Kennedy eine
monumentale Entscheidung.
"
0xcda,"Noch vor Ende des Jahrzehnts würden die
USA einen Mann auf den Mond bringen.
","Noch vor Ende des Jahrzehnts würden die
USA einen Mann auf den Mond bringen.
"
0xd29,"Ja, ich habe die Rede gehört. Aber vielen
Männern, die ich kannte, gefiel das Vorhaben
nicht ...
","Ja, ich habe die Rede gehört. Aber vielen
Männern, die ich kannte, gefiel das Vorhaben
nicht ...
"
0xd8d,"Sie sagten, um nichts in der Welt würden sie
an einem Einsatz teilnehmen, um irgendeine
verdammte Mondbasis in die Luft zu jagen.
","Sie sagten, um nichts in der Welt würden sie
an einem Einsatz teilnehmen, um irgendeine
verdammte Mondbasis in die Luft zu jagen.
"
0xe11,"Doch die Entwicklung von Raketen und
anderen Flugkörpern ist eng verwandt.
","Doch die Entwicklung von Raketen und
anderen Flugkörpern ist eng verwandt.
"
0xe5e,"Stell dir vor, die Sowjetunion könnte von einer
Mondbasis aus Washington
","Stell dir vor, die Sowjetunion könnte von einer
Mondbasis aus Washington
"
0xea9,"mit Kaskaden von nuklearen Flugkörpern
belegen.
","mit Kaskaden von nuklearen Flugkörpern
belegen.
"
0xedb,"Auch wenn die Realität noch lange nicht so
weit ist ...
","Auch wenn die Realität noch lange nicht so
weit ist ...
"
0xf15,"Wenn wir die Initiative verlieren, könnte dies
für immer sein. Wir haben keine andere Wahl:
Wir müssen vorwärts gehen, einen Schritt nach
dem anderen machen.
","Wenn wir die Initiative verlieren, könnte dies
für immer sein. Wir haben keine andere Wahl:
Wir müssen vorwärts gehen, einen Schritt nach
dem anderen machen.
"
0xfb8,"Das vor zwei Jahren gestartete
Gemini-Programm ist der erste Schritt zu einer
Mondbasis.
","Das vor zwei Jahren gestartete
Gemini-Programm ist der erste Schritt zu einer
Mondbasis.
"
0x1012,"Aber ...
","Aber ...
"
0x101c,"Ich möchte Kennedy ja nicht als Lügner
bezeichnen, aber ich kann es mir einfach nicht
vorstellen, dass binnen sechs Jahren ein Mann
den Mond betreten kann.
","Ich möchte Kennedy ja nicht als Lügner
bezeichnen, aber ich kann es mir einfach nicht
vorstellen, dass binnen sechs Jahren ein Mann
den Mond betreten kann.
"
0x10bb,"Ich weiß es nicht. Ich hätte nie gedacht, dass
wir überhaupt in den Weltraum gelangen
würden.
","Ich weiß es nicht. Ich hätte nie gedacht, dass
wir überhaupt in den Weltraum gelangen
würden.
"
0x111e,"Es hängt wohl alles davon ab, ob man fest
genug dazu entschlossen ist.
","Es hängt wohl alles davon ab, ob man fest
genug dazu entschlossen ist.
"
0x1167,"Vielleicht hast du Recht.
","Vielleicht hast du Recht.
"
