0x2ea8,Sprich!,Sprich!
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
