0x7c,"PERSONAL DATA [1/4]

CODENAME:MAJOR TOM
SEX:MALE
AGE:55
NATIONALITY:U.K
BIRTHDATE:8/12/1909
BIRTHPLACE:EXETER,ENG.
ADDRESS:PORTSMOUTH,NH.
","PERSONAL DATA [1/4]

CODENAME:MAJOR TOM
SEX:MALE
AGE:55
NATIONALITY:U.K
BIRTHDATE:8/12/1909
BIRTHPLACE:EXETER,ENG.
ADDRESS:PORTSMOUTH,NH.
"
0x69d,"PERSONAL DATA [2/2]

HEIGHT:6% 5/8~
WEIGHT:174q
HAIR:GREY
EYE:GREYISH BLUE
SKIN:WHITE
VOICE:JIM PIDDOCK
MTN ACTR:TAKASHI KUBO
","PERSONAL DATA [2/2]

HEIGHT:6% 5/8~
WEIGHT:174q
HAIR:GREY
EYE:GREYISH BLUE
SKIN:WHITE
VOICE:JIM PIDDOCK
MTN ACTR:TAKASHI KUBO
"
0x71c,"PERSONAL DATA [1/1]

CODENAME:MAJOR TOM
SEX:MALE
AGE:55
NATIONALITY:U.K
BIRTHDATE:8/12/1909
BIRTHPLACE:EXETER,ENG.
ADDRESS:PORTSMOUTH,NH.
","PERSONAL DATA [1/1]

CODENAME:MAJOR TOM
SEX:MALE
AGE:55
NATIONALITY:U.K
BIRTHDATE:8/12/1909
BIRTHPLACE:EXETER,ENG.
ADDRESS:PORTSMOUTH,NH.
"
0x7a7,"PERSONAL DATA [1/1]

CODENAME:MAJOR ZERO
SEX:MALE
AGE:55
NATIONALITY:U.K
BIRTHDATE:8/12/1909
BIRTHPLACE:EXETER,ENG.
ADDRESS:PORTSMOUTH,NH.
","PERSONAL DATA [1/1]

CODENAME:MAJOR ZERO
SEX:MALE
AGE:55
NATIONALITY:U.K
BIRTHDATE:8/12/1909
BIRTHPLACE:EXETER,ENG.
ADDRESS:PORTSMOUTH,NH.
"
0x833,"Move the right analog stick in a direction
during overhead view to look in that direction.
","Move the right analog stick in a direction
during overhead view to look in that direction.
"
0x88f,"Move the right analog stick left to see
what's nearby on screen left,
","Move the right analog stick left to see
what's nearby on screen left,
"
0x8d6,"move right for screen right, up to see
what's further ahead, and down to see
what's nearby.
","move right for screen right, up to see
what's further ahead, and down to see
what's nearby.
"
0x933,"If you press the  button while the right
analog stick is pointed in a direction, you
can lock the camera on that position.
","If you press the  button while the right
analog stick is pointed in a direction, you
can lock the camera on that position.
"
0x9b2,"For example, if you're heading north, move
the right analog stick up and press the 
button to lock the camera,
","For example, if you're heading north, move
the right analog stick up and press the 
button to lock the camera,
"
0xa25,"allowing you to observe things in the
direction of movement.
","allowing you to observe things in the
direction of movement.
"
0xa63,"Then, if you later spot an enemy patrol to
the east, lock the camera to the right so
you can hide while observing the threat.
","Then, if you later spot an enemy patrol to
the east, lock the camera to the right so
you can hide while observing the threat.
"
0xae2,"Use of this technique can be greatly
advantageous to your mission. Make
sure to get the most out of it.
","Use of this technique can be greatly
advantageous to your mission. Make
sure to get the most out of it.
"
0xb4b,"En Visión por Encima de la Cabeza, mueve el
joystick analógico derecho para moverte en la
dirección deseada.
","En Visión por Encima de la Cabeza, mueve el
joystick analógico derecho para moverte en la
dirección deseada.
"
0xbbc,"Mueve el joystick analógico derecho hacia la
izquierda, para ver lo que hay a la izquierda,
","Mueve el joystick analógico derecho hacia la
izquierda, para ver lo que hay a la izquierda,
"
0xc1a,"a la derecha, para ver lo que hay a la derecha
y hacia arriba, para ver lo que hay más
adelante.
","a la derecha, para ver lo que hay a la derecha
y hacia arriba, para ver lo que hay más
adelante.
"
0xc7d,"Si pulsas el botón  mientras el joystick
analógico derecho esté apuntando en esa
dirección, podrás bloquear la cámara en esa
posición.
","Si pulsas el botón  mientras el joystick
analógico derecho esté apuntando en esa
dirección, podrás bloquear la cámara en esa
posición.
"
0xd0f,"Por ejemplo, si vas hacia el norte, mueve el
joystick analógico derecho hacia arriba y pulsa
el botón  para bloquear la cámara,
","Por ejemplo, si vas hacia el norte, mueve el
joystick analógico derecho hacia arriba y pulsa
el botón  para bloquear la cámara,
"
0xd96,"pudiendo así ver lo que hay en la dirección en
la que te mueves.
","pudiendo así ver lo que hay en la dirección en
la que te mueves.
"
0xdda,"Y luego, si ves a un enemigo patrullando por el
este, bloquea la cámara hacia la derecha para
poder esconderte sin perder de vista al
enemigo.
","Y luego, si ves a un enemigo patrullando por el
este, bloquea la cámara hacia la derecha para
poder esconderte sin perder de vista al
enemigo.
"
0xe6b,"Esta técnica te puede ser muy útil.
Aprovéchate de ella al máximo.
","Esta técnica te puede ser muy útil.
Aprovéchate de ella al máximo.
"
