0x80,"PERSONAL DATA [1/4]

CODENAME:SIGINT
SEX:MALE
AGE:24
NATIONALITY:U.S.A
BIRTHDATE:11/11/1939
BIRTHPLACE:NASHVILLE,TN.
ADDRESS:LANGLEY,VA.
","PERSONAL DATA [1/4]

CODENAME:SIGINT
SEX:MALE
AGE:24
NATIONALITY:U.S.A
BIRTHDATE:11/11/1939
BIRTHPLACE:NASHVILLE,TN.
ADDRESS:LANGLEY,VA.
"
0x9f1,"アンビデクストラスか。
","アンビデクストラスか。
"
0xa17,"そう。右利きでも左利きでも同じ操作が
出来るようにするための設計だ。
","そう。右利きでも左利きでも同じ操作が
出来るようにするための設計だ。
"
0xa83,"だがそれだけじゃない。開口部が少ない
ということは野外で使用する際に泥やゴミが
入りにくいということでもある。
","だがそれだけじゃない。開口部が少ない
ということは野外で使用する際に泥やゴミが
入りにくいということでもある。
"
0xb2f,"ジャングルで使うにはうってつけってことさ。
","ジャングルで使うにはうってつけってことさ。
"
0xb7c,"なるほど。
","なるほど。
"
0xb90,"だがなぜ奴等がアメリカ製のショットガンを？
","だがなぜ奴等がアメリカ製のショットガンを？
"
0xbda,"そうだな。西側兵器の研究用ということも
あるんだろうが……。
","そうだな。西側兵器の研究用ということも
あるんだろうが……。
"
0xc3a,"あんた、マレーシアのジャングル戦で
SASがショットガンを活用したって
話は知ってるか？
","あんた、マレーシアのジャングル戦で
SASがショットガンを活用したって
話は知ってるか？
"
0xccb,"話だけは。
","話だけは。
"
0xcdf,"ジャングルでは不意の遭遇戦が多くなる。
だから短時間に大火力を指向出来るショット
ガンは非常に有効と評価されたんだ。
","ジャングルでは不意の遭遇戦が多くなる。
だから短時間に大火力を指向出来るショット
ガンは非常に有効と評価されたんだ。
"
0xd9a,"それからショットガンを好んで用いる
ポイントマンが増えているらしい。
","それからショットガンを好んで用いる
ポイントマンが増えているらしい。
"
0xe09,"ヴォルギンの部隊もその戦術を研究しようと
してるのかもしれんな。
","ヴォルギンの部隊もその戦術を研究しようと
してるのかもしれんな。
"
